year,WEO.Subject.Code,Country.Group.Name,Units,Scale,Subject.Descriptor,vintage,value,location
2014,PPPGDP,ASEAN-5,Current international dollar,Billions,Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP,2011,3502.942,ASEAN-5
2014,PPPPC,ASEAN-5,Current international dollar,Units,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,2011,6527.312,ASEAN-5
2014,PCPIPCH,ASEAN-5,Percent change,,"Inflation, average consumer prices",2011,3.622,ASEAN-5
2014,GGR_NGDP,ASEAN-5,Percent of GDP,,General government revenue,2011,19.779,ASEAN-5
2014,GGX_NGDP,ASEAN-5,Percent of GDP,,General government total expenditure,2011,21.768,ASEAN-5
2014,GGXCNL_NGDP,ASEAN-5,Percent of GDP,,General government net lending/borrowing,2011,-1.99,ASEAN-5
2014,GGXWDG_NGDP,ASEAN-5,Percent of GDP,,General government gross debt,2011,35.022,ASEAN-5
2014,BCA_NGDPD,ASEAN-5,Percent of GDP,,Current account balance,2011,1.374,ASEAN-5
2014,NGDP_RPCH,Latin America and the Caribbean,Percent change,,"Gross domestic product, constant prices",2011,3.89,Latin America and the Caribbean
2014,NGDPD,Latin America and the Caribbean,U.S. dollars,Billions,"Gross domestic product, current prices",2011,6576.698,Latin America and the Caribbean
2014,PPPGDP,Latin America and the Caribbean,Current international dollar,Billions,Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP,2011,7913.752,Latin America and the Caribbean
2014,PPPPC,Latin America and the Caribbean,Current international dollar,Units,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,2011,13311.104,Latin America and the Caribbean
2014,NID_NGDP,Latin America and the Caribbean,Percent of GDP,,Investment,2011,23.386,Latin America and the Caribbean
2014,NGSD_NGDP,Latin America and the Caribbean,Percent of GDP,,Gross national savings,2011,20.86,Latin America and the Caribbean
2014,PCPIPCH,Latin America and the Caribbean,Percent change,,"Inflation, average consumer prices",2011,5.404,Latin America and the Caribbean
2014,GGR_NGDP,Latin America and the Caribbean,Percent of GDP,,General government revenue,2011,31.173,Latin America and the Caribbean
2014,GGX_NGDP,Latin America and the Caribbean,Percent of GDP,,General government total expenditure,2011,33.177,Latin America and the Caribbean
2014,GGXCNL_NGDP,Latin America and the Caribbean,Percent of GDP,,General government net lending/borrowing,2011,-2.004,Latin America and the Caribbean
2014,GGXWDG_NGDP,Latin America and the Caribbean,Percent of GDP,,General government gross debt,2011,47.347,Latin America and the Caribbean
2014,BCA_NGDPD,Latin America and the Caribbean,Percent of GDP,,Current account balance,2011,-2.359,Latin America and the Caribbean
2014,NGDP_RPCH,Middle East and North Africa,Percent change,,"Gross domestic product, constant prices",2011,4.905,Middle East and North Africa
2014,NGDPD,Middle East and North Africa,U.S. dollars,Billions,"Gross domestic product, current prices",2011,3291.828,Middle East and North Africa
2014,PPPGDP,Middle East and North Africa,Current international dollar,Billions,Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP,2011,4548.211,Middle East and North Africa
2014,PPPPC,Middle East and North Africa,Current international dollar,Units,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,2011,10180.364,Middle East and North Africa
2014,NID_NGDP,Middle East and North Africa,Percent of GDP,,Investment,2011,25.74,Middle East and North Africa
2014,NGSD_NGDP,Middle East and North Africa,Percent of GDP,,Gross national savings,2011,37.436,Middle East and North Africa
2014,PCPIPCH,Middle East and North Africa,Percent change,,"Inflation, average consumer prices",2011,5.297,Middle East and North Africa
2014,GGR_NGDP,Middle East and North Africa,Percent of GDP,,General government revenue,2011,37.815,Middle East and North Africa
2014,GGX_NGDP,Middle East and North Africa,Percent of GDP,,General government total expenditure,2011,31.835,Middle East and North Africa
2014,GGXCNL_NGDP,Middle East and North Africa,Percent of GDP,,General government net lending/borrowing,2011,5.98,Middle East and North Africa
2014,GGXWDG_NGDP,Middle East and North Africa,Percent of GDP,,General government gross debt,2011,21.604,Middle East and North Africa
2014,BCA_NGDPD,Middle East and North Africa,Percent of GDP,,Current account balance,2011,10.531,Middle East and North Africa
2014,NGDP_RPCH,Sub-Saharan Africa,Percent change,,"Gross domestic product, constant prices",2011,5.679,Sub-Saharan Africa
2014,NGDPD,Sub-Saharan Africa,U.S. dollars,Billions,"Gross domestic product, current prices",2011,1482.661,Sub-Saharan Africa
2014,PPPGDP,Sub-Saharan Africa,Current international dollar,Billions,Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP,2011,2366.153,Sub-Saharan Africa
2014,PPPPC,Sub-Saharan Africa,Current international dollar,Units,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,2011,2684.075,Sub-Saharan Africa
2014,NID_NGDP,Sub-Saharan Africa,Percent of GDP,,Investment,2011,21.296,Sub-Saharan Africa
2014,NGSD_NGDP,Sub-Saharan Africa,Percent of GDP,,Gross national savings,2011,21.447,Sub-Saharan Africa
2014,PCPIPCH,Sub-Saharan Africa,Percent change,,"Inflation, average consumer prices",2011,6,Sub-Saharan Africa
2014,GGR_NGDP,Sub-Saharan Africa,Percent of GDP,,General government revenue,2011,27.841,Sub-Saharan Africa
2014,GGX_NGDP,Sub-Saharan Africa,Percent of GDP,,General government total expenditure,2011,28.026,Sub-Saharan Africa
2014,GGXCNL_NGDP,Sub-Saharan Africa,Percent of GDP,,General government net lending/borrowing,2011,-0.185,Sub-Saharan Africa
2014,GGXWDG_NGDP,Sub-Saharan Africa,Percent of GDP,,General government gross debt,2011,32.816,Sub-Saharan Africa
2014,BCA_NGDPD,Sub-Saharan Africa,Percent of GDP,,Current account balance,2011,-0.208,Sub-Saharan Africa
2014,NGDP_RPCH,World,Percent change,,"Gross domestic product, constant prices",2012,4.364,World
2014,NGDP_RPCHMK,World,Percent change (market exchange rates),,"Gross domestic product, constant prices",2012,3.65,World
2014,NGDPD,World,U.S. dollars,Billions,"Gross domestic product, current prices",2012,79504.622,World
2014,PPPGDP,World,Current international dollar,Billions,Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP,2012,92348.696,World
2014,NID_NGDP,World,Percent of GDP,,Investment,2012,24.934,World
2014,NGSD_NGDP,World,Percent of GDP,,Gross national savings,2012,25.116,World
2014,PCPIPCH,World,Percent change,,"Inflation, average consumer prices",2012,3.44,World
2014,BM,World,U.S. dollars,Billions,Imports of goods and services,2012,-25243.161,World
2014,BX,World,U.S. dollars,Billions,Exports of goods and services,2012,25378.583,World
2014,NGDP_RPCH,Advanced economies,Percent change,,"Gross domestic product, constant prices",2012,2.435,Advanced economies
2014,NGDPD,Advanced economies,U.S. dollars,Billions,"Gross domestic product, current prices",2012,47997.748,Advanced economies
2014,PPPGDP,Advanced economies,Current international dollar,Billions,Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP,2012,44553.006,Advanced economies
2014,PPPPC,Advanced economies,Current international dollar,Units,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,2012,42809.476,Advanced economies
2014,NID_NGDP,Advanced economies,Percent of GDP,,Investment,2012,19.757,Advanced economies
2014,NGSD_NGDP,Advanced economies,Percent of GDP,,Gross national savings,2012,19.375,Advanced economies
2014,PCPIPCH,Advanced economies,Percent change,,"Inflation, average consumer prices",2012,1.722,Advanced economies
2014,LUR,Advanced economies,Percent of total labor force,,Unemployment rate,2012,7.488,Advanced economies
2014,GGR_NGDP,Advanced economies,Percent of GDP,,General government revenue,2012,37.28,Advanced economies
2014,GGX_NGDP,Advanced economies,Percent of GDP,,General government total expenditure,2012,40.827,Advanced economies
2014,GGXCNL_NGDP,Advanced economies,Percent of GDP,,General government net lending/borrowing,2012,-3.545,Advanced economies
2014,GGXONLB_NGDP,Advanced economies,Percent of GDP,,General government primary net lending/borrowing,2012,-1.658,Advanced economies
2014,GGXWDN_NGDP,Advanced economies,Percent of GDP,,General government net debt,2012,78.646,Advanced economies
2014,GGXWDG_NGDP,Advanced economies,Percent of GDP,,General government gross debt,2012,110.2,Advanced economies
2014,BCA_NGDPD,Advanced economies,Percent of GDP,,Current account balance,2012,-0.188,Advanced economies
2014,BM,Advanced economies,U.S. dollars,Billions,Imports of goods and services,2012,-15281.329,Advanced economies
2014,BX,Advanced economies,U.S. dollars,Billions,Exports of goods and services,2012,15215.194,Advanced economies
2014,NGDP_RPCH,Euro area,Percent change,,"Gross domestic product, constant prices",2012,1.404,Euro area
2014,NGDPD,Euro area,U.S. dollars,Billions,"Gross domestic product, current prices",2012,13229.718,Euro area
2014,NGAP_NPGDP,Euro area,Percent of potential GDP,,Output gap,2012,-1.734,Euro area
2014,PPPGDP,Euro area,Current international dollar,Billions,Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP,2012,11956.304,Euro area
2014,PPPPC,Euro area,Current international dollar,Units,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,2012,35694.087,Euro area
2014,NID_NGDP,Euro area,Percent of GDP,,Investment,2012,19.547,Euro area
2014,NGSD_NGDP,Euro area,Percent of GDP,,Gross national savings,2012,20.658,Euro area
2014,PCPIPCH,Euro area,Percent change,,"Inflation, average consumer prices",2012,1.652,Euro area
2014,LUR,Euro area,Percent of total labor force,,Unemployment rate,2012,10.474,Euro area
2014,GGR_NGDP,Euro area,Percent of GDP,,General government revenue,2012,45.942,Euro area
2014,GGX_NGDP,Euro area,Percent of GDP,,General government total expenditure,2012,48.169,Euro area
2014,GGXCNL_NGDP,Euro area,Percent of GDP,,General government net lending/borrowing,2012,-2.227,Euro area
2014,GGXONLB_NGDP,Euro area,Percent of GDP,,General government primary net lending/borrowing,2012,0.652,Euro area
2014,BCA_NGDPD,European Union,Percent of GDP,,Current account balance,2012,0.652,European Union
2014,GGXWDN_NGDP,Euro area,Percent of GDP,,General government net debt,2012,71.585,Euro area
2014,GGXWDG_NGDP,Euro area,Percent of GDP,,General government gross debt,2012,90.771,Euro area
2014,BCA_NGDPD,Euro area,Percent of GDP,,Current account balance,2012,1.099,Euro area
2014,BM,Euro area,U.S. dollars,Billions,Imports of goods and services,2012,-5632.864,Euro area
2014,BX,Euro area,U.S. dollars,Billions,Exports of goods and services,2012,5973.187,Euro area
2014,NGDP_RPCH,Major advanced economies (G7),Percent change,,"Gross domestic product, constant prices",2012,2.282,Major advanced economies (G7)
2014,NGDPD,Major advanced economies (G7),U.S. dollars,Billions,"Gross domestic product, current prices",2012,36455.674,Major advanced economies (G7)
2014,NGAP_NPGDP,Major advanced economies (G7),Percent of potential GDP,,Output gap,2012,-2.527,Major advanced economies (G7)
2014,PPPGDP,Major advanced economies (G7),Current international dollar,Billions,Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP,2012,33493.55,Major advanced economies (G7)
2014,PPPPC,Major advanced economies (G7),Current international dollar,Units,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,2012,44461.074,Major advanced economies (G7)
2014,NID_NGDP,Major advanced economies (G7),Percent of GDP,,Investment,2012,18.761,Major advanced economies (G7)
2014,NGSD_NGDP,Major advanced economies (G7),Percent of GDP,,Gross national savings,2012,17.887,Major advanced economies (G7)
2014,PCPIPCH,Major advanced economies (G7),Percent change,,"Inflation, average consumer prices",2012,1.586,Major advanced economies (G7)
2014,LUR,Major advanced economies (G7),Percent of total labor force,,Unemployment rate,2012,7.02,Major advanced economies (G7)
2014,GGR_NGDP,Major advanced economies (G7),Percent of GDP,,General government revenue,2012,37.243,Major advanced economies (G7)
2014,GGX_NGDP,Major advanced economies (G7),Percent of GDP,,General government total expenditure,2012,41.729,Major advanced economies (G7)
2014,GGXCNL_NGDP,Major advanced economies (G7),Percent of GDP,,General government net lending/borrowing,2012,-4.485,Major advanced economies (G7)
2014,GGSB_NPGDP,Major advanced economies (G7),Percent of potential GDP,,General government structural balance,2012,-3.278,Major advanced economies (G7)
2014,GGXONLB_NGDP,Major advanced economies (G7),Percent of GDP,,General government primary net lending/borrowing,2012,-2.34,Major advanced economies (G7)
2014,GGXWDN_NGDP,Major advanced economies (G7),Percent of GDP,,General government net debt,2012,92.799,Major advanced economies (G7)
2014,GGXWDG_NGDP,Major advanced economies (G7),Percent of GDP,,General government gross debt,2012,126.939,Major advanced economies (G7)
2014,BCA_NGDPD,Major advanced economies (G7),Percent of GDP,,Current account balance,2012,-0.882,Major advanced economies (G7)
2014,BM,Major advanced economies (G7),U.S. dollars,Billions,Imports of goods and services,2012,-8907.336,Major advanced economies (G7)
2014,BX,Major advanced economies (G7),U.S. dollars,Billions,Exports of goods and services,2012,8367.2,Major advanced economies (G7)
2014,NGDP_RPCH,Newly industrialized Asian economies,Percent change,,"Gross domestic product, constant prices",2012,4.267,Newly industrialized Asian economies
2014,NGDPD,Newly industrialized Asian economies,U.S. dollars,Billions,"Gross domestic product, current prices",2012,2490.151,Newly industrialized Asian economies
2014,PPPGDP,Newly industrialized Asian economies,Current international dollar,Billions,Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP,2012,3627.211,Newly industrialized Asian economies
2014,PPPPC,Newly industrialized Asian economies,Current international dollar,Units,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,2012,42131.115,Newly industrialized Asian economies
2014,NID_NGDP,Newly industrialized Asian economies,Percent of GDP,,Investment,2012,25.862,Newly industrialized Asian economies
2014,NGSD_NGDP,Newly industrialized Asian economies,Percent of GDP,,Gross national savings,2012,31.253,Newly industrialized Asian economies
2014,PCPIPCH,Newly industrialized Asian economies,Percent change,,"Inflation, average consumer prices",2012,2.623,Newly industrialized Asian economies
2014,LUR,Newly industrialized Asian economies,Percent of total labor force,,Unemployment rate,2012,3.467,Newly industrialized Asian economies
2014,GGR_NGDP,Newly industrialized Asian economies,Percent of GDP,,General government revenue,2012,22.233,Newly industrialized Asian economies
2014,GGX_NGDP,Newly industrialized Asian economies,Percent of GDP,,General government total expenditure,2012,20.352,Newly industrialized Asian economies
2014,GGXCNL_NGDP,Newly industrialized Asian economies,Percent of GDP,,General government net lending/borrowing,2012,1.881,Newly industrialized Asian economies
2014,GGXWDG_NGDP,Newly industrialized Asian economies,Percent of GDP,,General government gross debt,2012,39.313,Newly industrialized Asian economies
2014,BCA_NGDPD,Newly industrialized Asian economies,Percent of GDP,,Current account balance,2012,5.391,Newly industrialized Asian economies
2014,BM,Newly industrialized Asian economies,U.S. dollars,Billions,Imports of goods and services,2012,-2369.675,Newly industrialized Asian economies
2014,BX,Newly industrialized Asian economies,U.S. dollars,Billions,Exports of goods and services,2012,2506.517,Newly industrialized Asian economies
2014,NGDP_RPCH,Other advanced economies (Advanced economies excluding G7 and euro area),Percent change,,"Gross domestic product, constant prices",2012,3.675,Other advanced economies (Advanced economies excluding G7 and euro area)
2014,NGDPD,Other advanced economies (Advanced economies excluding G7 and euro area),U.S. dollars,Billions,"Gross domestic product, current prices",2012,6992.816,Other advanced economies (Advanced economies excluding G7 and euro area)
2014,PPPGDP,Other advanced economies (Advanced economies excluding G7 and euro area),Current international dollar,Billions,Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP,2012,6730.084,Other advanced economies (Advanced economies excluding G7 and euro area)
2014,PPPPC,Other advanced economies (Advanced economies excluding G7 and euro area),Current international dollar,Units,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,2012,41653.492,Other advanced economies (Advanced economies excluding G7 and euro area)
2014,NID_NGDP,Other advanced economies (Advanced economies excluding G7 and euro area),Percent of GDP,,Investment,2012,25.07,Other advanced economies (Advanced economies excluding G7 and euro area)
2014,NGSD_NGDP,Other advanced economies (Advanced economies excluding G7 and euro area),Percent of GDP,,Gross national savings,2012,27.174,Other advanced economies (Advanced economies excluding G7 and euro area)
2014,PCPIPCH,Other advanced economies (Advanced economies excluding G7 and euro area),Percent change,,"Inflation, average consumer prices",2012,2.434,Other advanced economies (Advanced economies excluding G7 and euro area)
2014,LUR,Other advanced economies (Advanced economies excluding G7 and euro area),Percent of total labor force,,Unemployment rate,2012,4.273,Other advanced economies (Advanced economies excluding G7 and euro area)
2014,GGR_NGDP,Other advanced economies (Advanced economies excluding G7 and euro area),Percent of GDP,,General government revenue,2012,34.101,Other advanced economies (Advanced economies excluding G7 and euro area)
2014,GGX_NGDP,Other advanced economies (Advanced economies excluding G7 and euro area),Percent of GDP,,General government total expenditure,2012,32.758,Other advanced economies (Advanced economies excluding G7 and euro area)
2014,GGXCNL_NGDP,Other advanced economies (Advanced economies excluding G7 and euro area),Percent of GDP,,General government net lending/borrowing,2012,1.356,Other advanced economies (Advanced economies excluding G7 and euro area)
2014,GGXWDG_NGDP,Other advanced economies (Advanced economies excluding G7 and euro area),Percent of GDP,,General government gross debt,2012,37.722,Other advanced economies (Advanced economies excluding G7 and euro area)
2014,BCA_NGDPD,Other advanced economies (Advanced economies excluding G7 and euro area),Percent of GDP,,Current account balance,2012,2.763,Other advanced economies (Advanced economies excluding G7 and euro area)
2014,BM,Other advanced economies (Advanced economies excluding G7 and euro area),U.S. dollars,Billions,Imports of goods and services,2012,-3894.217,Other advanced economies (Advanced economies excluding G7 and euro area)
2014,BX,Other advanced economies (Advanced economies excluding G7 and euro area),U.S. dollars,Billions,Exports of goods and services,2012,4174.752,Other advanced economies (Advanced economies excluding G7 and euro area)
2014,NGDP_RPCH,European Union,Percent change,,"Gross domestic product, constant prices",2012,1.85,European Union
2014,PCPIPCH,European Union,Percent change,,"Inflation, average consumer prices",2012,1.85,European Union
2014,NGDPD,European Union,U.S. dollars,Billions,"Gross domestic product, current prices",2012,18162.204,European Union
2014,PPPGDP,European Union,Current international dollar,Billions,Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP,2012,17025.11,European Union
2014,PPPPC,European Union,Current international dollar,Units,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,2012,33816.919,European Union
2014,NID_NGDP,European Union,Percent of GDP,,Investment,2012,19.311,European Union
2014,NGSD_NGDP,European Union,Percent of GDP,,Gross national savings,2012,19.976,European Union
2014,GGR_NGDP,European Union,Percent of GDP,,General government revenue,2012,44.391,European Union
2014,GGX_NGDP,European Union,Percent of GDP,,General government total expenditure,2012,46.913,European Union
2014,GGXCNL_NGDP,European Union,Percent of GDP,,General government net lending/borrowing,2012,-2.522,European Union
2014,GGXONLB_NGDP,European Union,Percent of GDP,,General government primary net lending/borrowing,2012,0.116,European Union
2014,GGXWDN_NGDP,European Union,Percent of GDP,,General government net debt,2012,69.014,European Union
2014,GGXWDG_NGDP,European Union,Percent of GDP,,General government gross debt,2012,85.326,European Union
2014,NGDP_RPCH,Emerging and developing economies,Percent change,,"Gross domestic product, constant prices",2012,6.162,Emerging and developing economies
2014,NGDPD,Emerging and developing economies,U.S. dollars,Billions,"Gross domestic product, current prices",2012,31506.874,Emerging and developing economies
2014,PPPGDP,Emerging and developing economies,Current international dollar,Billions,Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP,2012,47795.69,Emerging and developing economies
2014,PPPPC,Emerging and developing economies,Current international dollar,Units,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,2012,7874.885,Emerging and developing economies
2014,NID_NGDP,Emerging and developing economies,Percent of GDP,,Investment,2012,32.886,Emerging and developing economies
2014,NGSD_NGDP,Emerging and developing economies,Percent of GDP,,Gross national savings,2012,33.772,Emerging and developing economies
2014,PCPIPCH,Emerging and developing economies,Percent change,,"Inflation, average consumer prices",2012,5.069,Emerging and developing economies
2014,GGR_NGDP,Emerging and developing economies,Percent of GDP,,General government revenue,2012,27.618,Emerging and developing economies
2014,GGX_NGDP,Emerging and developing economies,Percent of GDP,,General government total expenditure,2012,28.861,Emerging and developing economies
2014,GGXCNL_NGDP,Emerging and developing economies,Percent of GDP,,General government net lending/borrowing,2012,-1.243,Emerging and developing economies
2014,GGXWDG_NGDP,Emerging and developing economies,Percent of GDP,,General government gross debt,2012,30.945,Emerging and developing economies
2014,BCA_NGDPD,Emerging and developing economies,Percent of GDP,,Current account balance,2012,0.952,Emerging and developing economies
2014,NGDP_RPCH,Central and eastern Europe,Percent change,,"Gross domestic product, constant prices",2012,3.574,Central and eastern Europe
2014,NGDPD,Central and eastern Europe,U.S. dollars,Billions,"Gross domestic product, current prices",2012,2204.821,Central and eastern Europe
2014,PPPGDP,Central and eastern Europe,Current international dollar,Billions,Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP,2012,3129.79,Central and eastern Europe
2014,PPPPC,Central and eastern Europe,Current international dollar,Units,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,2012,17330.933,Central and eastern Europe
2014,NID_NGDP,Central and eastern Europe,Percent of GDP,,Investment,2012,22.558,Central and eastern Europe
2014,NGSD_NGDP,Central and eastern Europe,Percent of GDP,,Gross national savings,2012,17.056,Central and eastern Europe
2014,PCPIPCH,Central and eastern Europe,Percent change,,"Inflation, average consumer prices",2012,3.881,Central and eastern Europe
2014,GGR_NGDP,Central and eastern Europe,Percent of GDP,,General government revenue,2012,35.671,Central and eastern Europe
2014,GGX_NGDP,Central and eastern Europe,Percent of GDP,,General government total expenditure,2012,37.792,Central and eastern Europe
2014,GGXCNL_NGDP,Central and eastern Europe,Percent of GDP,,General government net lending/borrowing,2012,-2.121,Central and eastern Europe
2014,GGXWDG_NGDP,Central and eastern Europe,Percent of GDP,,General government gross debt,2012,42.745,Central and eastern Europe
2014,BCA_NGDPD,Central and eastern Europe,Percent of GDP,,Current account balance,2012,-5.543,Central and eastern Europe
2014,NGDP_RPCH,Commonwealth of Independent States,Percent change,,"Gross domestic product, constant prices",2012,4.212,Commonwealth of Independent States
2014,NGDPD,Commonwealth of Independent States,U.S. dollars,Billions,"Gross domestic product, current prices",2012,3267.455,Commonwealth of Independent States
2014,PPPGDP,Commonwealth of Independent States,Current international dollar,Billions,Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP,2012,4009.122,Commonwealth of Independent States
2014,PPPPC,Commonwealth of Independent States,Current international dollar,Units,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,2012,14055.772,Commonwealth of Independent States
2014,NID_NGDP,Commonwealth of Independent States,Percent of GDP,,Investment,2012,27.203,Commonwealth of Independent States
2014,NGSD_NGDP,Commonwealth of Independent States,Percent of GDP,,Gross national savings,2012,27.512,Commonwealth of Independent States
2014,PCPIPCH,Commonwealth of Independent States,Percent change,,"Inflation, average consumer prices",2012,7.184,Commonwealth of Independent States
2014,GGR_NGDP,Commonwealth of Independent States,Percent of GDP,,General government revenue,2012,35.392,Commonwealth of Independent States
2014,GGX_NGDP,Commonwealth of Independent States,Percent of GDP,,General government total expenditure,2012,35.462,Commonwealth of Independent States
2014,GGXCNL_NGDP,Commonwealth of Independent States,Percent of GDP,,General government net lending/borrowing,2012,-0.069,Commonwealth of Independent States
2014,GGXWDG_NGDP,Commonwealth of Independent States,Percent of GDP,,General government gross debt,2012,11.403,Commonwealth of Independent States
2014,BCA_NGDPD,Commonwealth of Independent States,Percent of GDP,,Current account balance,2012,0.407,Commonwealth of Independent States
2014,NGDP_RPCH,Developing Asia,Percent change,,"Gross domestic product, constant prices",2012,7.886,Developing Asia
2014,NGDPD,Developing Asia,U.S. dollars,Billions,"Gross domestic product, current prices",2012,14896.041,Developing Asia
2014,PPPGDP,Developing Asia,Current international dollar,Billions,Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP,2012,25764.728,Developing Asia
2014,PPPPC,Developing Asia,Current international dollar,Units,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,2012,6944.534,Developing Asia
2014,NID_NGDP,Developing Asia,Percent of GDP,,Investment,2012,41.977,Developing Asia
2014,NGSD_NGDP,Developing Asia,Percent of GDP,,Gross national savings,2012,43.634,Developing Asia
2014,PCPIPCH,Developing Asia,Percent change,,"Inflation, average consumer prices",2012,4.015,Developing Asia
2014,GGR_NGDP,Developing Asia,Percent of GDP,,General government revenue,2012,21.603,Developing Asia
2014,GGX_NGDP,Developing Asia,Percent of GDP,,General government total expenditure,2012,23.679,Developing Asia
2014,GGXCNL_NGDP,Developing Asia,Percent of GDP,,General government net lending/borrowing,2012,-2.076,Developing Asia
2014,GGXWDG_NGDP,Developing Asia,Percent of GDP,,General government gross debt,2012,27.87,Developing Asia
2014,BCA_NGDPD,Developing Asia,Percent of GDP,,Current account balance,2012,1.657,Developing Asia
2014,NGDP_RPCH,ASEAN-5,Percent change,,"Gross domestic product, constant prices",2012,5.86,ASEAN-5
2014,NGDPD,ASEAN-5,U.S. dollars,Billions,"Gross domestic product, current prices",2012,2434.338,ASEAN-5
2014,PPPGDP,ASEAN-5,Current international dollar,Billions,Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP,2012,3540.981,ASEAN-5
2014,PPPPC,ASEAN-5,Current international dollar,Units,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,2012,6543.228,ASEAN-5
2014,NID_NGDP,ASEAN-5,Percent of GDP,,Investment,2012,31.319,ASEAN-5
2014,NGSD_NGDP,ASEAN-5,Percent of GDP,,Gross national savings,2012,32.676,ASEAN-5
2014,PCPIPCH,ASEAN-5,Percent change,,"Inflation, average consumer prices",2012,4.174,ASEAN-5
2014,GGR_NGDP,ASEAN-5,Percent of GDP,,General government revenue,2012,19.283,ASEAN-5
2014,GGX_NGDP,ASEAN-5,Percent of GDP,,General government total expenditure,2012,21.483,ASEAN-5
2014,GGXCNL_NGDP,ASEAN-5,Percent of GDP,,General government net lending/borrowing,2012,-2.2,ASEAN-5
2014,GGXWDG_NGDP,ASEAN-5,Percent of GDP,,General government gross debt,2012,32.77,ASEAN-5
2014,BCA_NGDPD,ASEAN-5,Percent of GDP,,Current account balance,2012,1.403,ASEAN-5
2014,NGDP_RPCH,Latin America and the Caribbean,Percent change,,"Gross domestic product, constant prices",2012,4.089,Latin America and the Caribbean
2014,NGDPD,Latin America and the Caribbean,U.S. dollars,Billions,"Gross domestic product, current prices",2012,6410.966,Latin America and the Caribbean
2014,PPPGDP,Latin America and the Caribbean,Current international dollar,Billions,Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP,2012,8043.698,Latin America and the Caribbean
2014,PPPPC,Latin America and the Caribbean,Current international dollar,Units,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,2012,13447.447,Latin America and the Caribbean
2014,NID_NGDP,Latin America and the Caribbean,Percent of GDP,,Investment,2012,23.363,Latin America and the Caribbean
2014,NGSD_NGDP,Latin America and the Caribbean,Percent of GDP,,Gross national savings,2012,21.081,Latin America and the Caribbean
2014,PCPIPCH,Latin America and the Caribbean,Percent change,,"Inflation, average consumer prices",2012,5.785,Latin America and the Caribbean
2014,GGR_NGDP,Latin America and the Caribbean,Percent of GDP,,General government revenue,2012,30.649,Latin America and the Caribbean
2014,GGX_NGDP,Latin America and the Caribbean,Percent of GDP,,General government total expenditure,2012,32.741,Latin America and the Caribbean
2014,GGXCNL_NGDP,Latin America and the Caribbean,Percent of GDP,,General government net lending/borrowing,2012,-2.092,Latin America and the Caribbean
2014,GGXWDG_NGDP,Latin America and the Caribbean,Percent of GDP,,General government gross debt,2012,47.835,Latin America and the Caribbean
2014,BCA_NGDPD,Latin America and the Caribbean,Percent of GDP,,Current account balance,2012,-2.123,Latin America and the Caribbean
2014,NGDP_RPCH,Middle East and North Africa,Percent change,,"Gross domestic product, constant prices",2012,3.867,Middle East and North Africa
2014,NGDPD,Middle East and North Africa,U.S. dollars,Billions,"Gross domestic product, current prices",2012,3249.285,Middle East and North Africa
2014,PPPGDP,Middle East and North Africa,Current international dollar,Billions,Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP,2012,4471.31,Middle East and North Africa
2014,PPPPC,Middle East and North Africa,Current international dollar,Units,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,2012,10858.115,Middle East and North Africa
2014,NID_NGDP,Middle East and North Africa,Percent of GDP,,Investment,2012,27.097,Middle East and North Africa
2014,NGSD_NGDP,Middle East and North Africa,Percent of GDP,,Gross national savings,2012,37.737,Middle East and North Africa
