"year","WEO.Subject.Code","Country.Group.Name","Units","Scale","Subject.Descriptor","vintage","value"
2016,"PNGASJP","World","U.S. dollars","Units","Natural Gas, Indonesian Liquified Natural Gas in Japan, US$ per million metric British thermal units of liquid",2017,7.439
2016,"PNGASUS","World","U.S. dollars","Units","Natural Gas, Natural Gas spot price at the Henry Hub terminal in Louisiana, US$ per million metric British thermal units of gas",2017,2.492
2016,"PNGASW","World","Index, 2005=100","","Commodity Natural Gas Price Index includes European, Japanese, and American Natural Gas Price Indices",2017,70.01
2016,"PNICK","World","U.S. dollars","Units","Nickel, melting grade, LME spot price, CIF European ports, US$ per metric tonne",2017,9595.179
2016,"PNRGW","World","Index, 2005=100","","Commodity Fuel (energy) Index includes Crude oil (petroleum), Natural Gas, and Coal Price Indices",2017,81.582
2016,"POILAPSP","World","U.S. dollars","Units","Crude Oil (petroleum), simple average of three spot prices; Dated Brent, West Texas Intermediate, and the Dubai Fateh, US$ per barrel",2017,42.837
2016,"POILAPSPW","World","Index, 2005=100","","Crude Oil (petroleum), Price index simple average of three spot prices (APSP); Dated Brent, West Texas Intermediate, and the Dubai Fateh",2017,80.287
2016,"POILBRE","World","U.S. dollars","Units","Crude Oil (petroleum),  Dated Brent, light blend 38 API, fob U.K., US$ per barrel",2017,44.047
2016,"POILDUB","World","U.S. dollars","Units","Oil; Dubai, medium, Fateh 32 API, fob Dubai Crude Oil (petroleum), Dubai Fateh Fateh 32 API, US$ per barrel",2017,41.236
2016,"POILWTI","World","U.S. dollars","Units","Crude Oil (petroleum), West Texas Intermediate 40 API, Midland Texas, US$ per barrel",2017,43.226
2016,"POLVOIL","World","U.S. dollars","Units","Olive Oil, extra virgin less than 1% free fatty acid, ex-tanker price U.K., US$ per metric tonne",2017,3978.466
2016,"PORANG","World","U.S. dollars","Units","Oranges, miscellaneous oranges French import price, US$ per metric tonne",2017,889.68
2016,"PPOIL","World","U.S. dollars","Units","Palm oil, Malaysia Palm Oil Futures (first contract forward) 4-5 percent FFA, US$ per metric tonne",2017,639.846
2016,"PPORK","World","U.S. cents","Units","Swine (pork), 51-52% lean Hogs, U.S. price, US cents per pound",2017,62.41
2016,"PPOULT","World","U.S. cents","Units","Poultry (chicken), Whole bird spot price, Georgia docks, US cents per pound",2017,111.478
2016,"PRAWMW","World","Index, 2005=100","","Commodity Agricultural Raw Materials Index includes Timber, Cotton, Wool, Rubber, and Hides Price Indices",2017,113.252
2016,"PRICENPQ","World","U.S. dollars","Units","Rice, 5 percent broken milled white rice, Thailand nominal price quote, US$ per metric tonne",2017,388.265
2016,"PROIL","World","U.S. dollars","Units","Rapeseed oil, crude, FOB Rotterdam, US$ per metric ton",2017,821.951
2016,"PRUBB","World","U.S. cents","Units","Rubber, No.1 Rubber Smoked Sheet, FOB Maylaysian/Singapore, US cents per pound",2017,74.484
2016,"PSALM","World","U.S. dollars","Units","Fish (salmon), Farm Bred Norwegian Salmon, export price, US$ per kilogram",2017,7.139
2016,"PSAWMAL","World","U.S. dollars","Units","Hard Sawnwood, Dark Red Meranti, select and better quality, C&F U.K port, US$ per cubic meter",2017,738.879
2016,"PSAWORE","World","U.S. dollars","Units","Soft Sawnwood, average export price of Douglas Fir, U.S. Price, US$ per cubic meter",2017,297.145
2016,"PSEAFW","World","Index, 2005=100","","Commodity Seafood Index includes Fish (salmon) and Shrimp Price Indices",2017,161.603
2016,"PSHRI","World","U.S. dollars","Units","Shrimp, Frozen shell-on headless, block 16/20 count, Indian origin, C&F Japan, US$ per kilogram",2017,11.032
2016,"PSMEA","World","U.S. dollars","Units","Soybean Meal, Chicago Soybean Meal Futures (first contract forward) Minimum 48 percent protein, US$ per metric tonne",2017,350.168
2016,"PSOFTW","World","Index, 2005=100","","Commodity Softwood Index includes Softwood Sawn and Softwood Logs Price Indices",2017,89.795
2016,"PSOIL","World","U.S. dollars","Units","Soybean Oil, Chicago Soybean Oil Futures (first contract forward) exchange approved grades, US$ per metric tonne",2017,721.164
2016,"PSOYB","World","U.S. dollars","Units","Soybeans, U.S. soybeans, Chicago Soybean futures contract (first contract forward) No. 2 yellow and par, US$ per metric tonne",2017,362.707
2016,"PSUGAEEC","World","U.S. cents","Units","Sugar, European import price, CIF Europe, US cents per pound",2017,22.54
2016,"PSUGAISA","World","U.S. cents","Units","Sugar, Free Market, Coffee Sugar and Cocoa Exchange (CSCE) contract no.11 nearest future position, US cents per pound",2017,18.514
2016,"PSUGAUSA","World","U.S. cents","Units","Sugar, U.S. import price, contract no.14 nearest futures position, US cents per pound",2017,27.011
2016,"PSUGAW","World","Index, 2005=100","","Commodity Sugar Index includes European, Free market, and U.S. Price Indices",2017,180.515
2016,"PSUNO","World","U.S. dollars","Units","Sunflower Oil, US export price from Gulf of Mexico, US$ per metric tonne",2017,1009.735
2016,"PTEA","World","U.S. cents","Units","Tea, Mombasa, Kenya, Auction Price, US cents per kilogram",2017,287.43
2016,"PTIMBW","World","Index, 2005=100","","Commodity Timber Index includes Hardwood and Softwood Price Indices",2017,100.187
2016,"PTIN","World","U.S. dollars","Units","Tin, standard grade, LME spot price, US$ per metric tonne",2017,17933.762
2016,"PURAN","World","U.S. dollars","Units","Uranium, u3o8 restricted price, Nuexco exchange spot, US$ per pound",2017,26.307
2016,"PVOILW","World","Index, 2005=100","","Commodity Vegetable Oil Index includes Soybean, Soybean Meal, Soybean Oil, Rapeseed Oil, Palm Oil, Sunflower Oil, Olive Oil, Fishmeal, and Groundnut Price Indices",2017,155.865
2016,"PWHEAMT","World","U.S. dollars","Units","Wheat, No.1 Hard Red Winter, ordinary protein, FOB Gulf of Mexico, US$ per metric tonne",2017,143.161
2016,"PWOOLC","World","U.S. cents","Units","Wool, coarse, 23 micron, Australian Wool Exchange spot quote, US cents per kilogram",2017,1016.368
2016,"PWOOLF","World","U.S. cents","Units","Wool, fine, 19 micron, Australian Wool Exchange spot quote, US cents per kilogram",2017,1112.007
2016,"PWOOLW","World","Index, 2005=100","","Commodity Wool Index includes Coarse and Fine Wool Price Indices",2017,179.077
2016,"PZINC","World","U.S. dollars","Units","Zinc, high grade 98% pure, US$ per metric tonne",2017,2089.975
2017,"PALLFNFW","World","Index, 2005=100","","Commodity Price Index includes both Fuel and Non-Fuel Price Indices",2018,115.587
2017,"PALUM","World","U.S. dollars","Units","Aluminum, 99.5% minimum purity, LME spot price, CIF UK ports, US$ per metric tonne",2018,1967.655
2017,"PBANSOP","World","U.S. dollars","Units","Bananas, Central American and Ecuador, FOB U.S. Ports, US$ per metric tonne",2018,1074.226
2017,"PBARL","World","U.S. dollars","Units","Barley, Canadian no.1 Western Barley, spot price, US$ per metric tonne",2018,132.016
2017,"PBEEF","World","U.S. cents","Units","Beef, Australian and New Zealand 85% lean fores, FOB U.S. import price, US cents per pound",2018,191.511
2017,"PBEVEW","World","Index, 2005=100","","Commodity Beverage Price Index includes Coffee, Tea, and Cocoa",2018,148.739
2017,"PCEREW","World","Index, 2005=100","","Commodity Cereals Price Index includes Wheat, Maize (Corn), Rice, and Barley",2018,131.649
2017,"PCOALAU","World","U.S. dollars","Units","Coal, Australian thermal coal, 1200- btu/pound, less than 1% sulfur, 14% ash, FOB Newcastle/Port Kembla, US$ per metric tonne",2018,94.138
2017,"PCOALSA","World","U.S. dollars","Units","Coal, South African export price, US$ per metric tonne",2018,84.486
2017,"PCOALW","World","Index, 2005=100","","Commodity Coal Price Index includes Australian and South African Coal",2018,184.975
2017,"PCOCO","World","U.S. dollars","Units","Cocoa beans, International Cocoa Organization cash price, CIF US and European ports, US$ per metric tonne",2018,2029.441
2017,"PCOFFOTM","World","U.S. cents","Units","Coffee, Other Mild Arabicas, International Coffee Organization New York cash price, ex-dock New York, US cents per pound",2018,152.432
2017,"PCOFFROB","World","U.S. cents","Units","Coffee, Robusta, International Coffee Organization New York cash price, ex-dock New York, US cents per pound",2018,104.084
2017,"PCOFFW","World","Index, 2005=100","","Commodity Coffee Price Index includes Other Mild Arabicas and Robusta",2018,156.157
2017,"PCOPP","World","U.S. dollars","Units","Copper, grade A cathode, LME spot price, CIF European ports, US$ per metric tonne",2018,6169.94
2017,"PCOTTIND","World","U.S. cents","Units","Cotton, Cotton Outlook `A Index`, Middling 1-3/32 inch staple, CIF Liverpool, US cents per pound",2018,83.598
2017,"PFANDBW","World","Index, 2005=100","","Commodity Food and Beverage Price Index includes Food and Beverage Price Indices",2018,148.601
2017,"PFISH","World","U.S. dollars","Units","Fishmeal, Peru Fish meal/pellets 65% protein, CIF, US$ per metric tonne",2018,1161.272
2017,"PFOODW","World","Index, 2005=100","","Commodity Food Price Index includes Cereal, Vegetable Oils, Meat, Seafood, Sugar, Bananas, and Oranges Price Indices",2018,148.586
2017,"PGNUTS","World","U.S. dollars","Units","Groundnuts (peanuts), 40/50 (40 to 50 count per ounce), cif Argentina, US$ per metric tonne",2018,1947.296
2017,"PHARDW","World","Index, 2005=100","","Commodity Hardwood Price Index includes Hardwood Logs and Hardwood Sawn Price Indices",2018,113.749
2017,"PHIDE","World","U.S. cents","Units","Hides, Heavy native steers, over 53 pounds, wholesale dealer`s price, US cents per pound",2018,67.891
2017,"PINDUW","World","Index, 2005=100","","Commodity Industrial Inputs Price Index includes Agricultural Raw Materials and Metals Price Indices",2018,133.536
2017,"PIORECR","World","U.S. dollars","Units","Iron Ore, China import Iron Ore Fines 62% FE spot (CFR Tianjin port) US$ per metric ton",2018,71.122
2017,"PLAMB","World","U.S. cents","Units","Lamb, frozen carcass Smithfield London, US cents per pound",2018,132.811
2017,"PLEAD","World","U.S. dollars","Units","Lead, 99.97% pure, LME spot price, CIF European Ports, US$ per metric tonne",2018,2314.665
2017,"PLOGORE","World","U.S. dollars","Units","Soft Logs, Average Export price from the U.S. for Douglas Fir, US$ per cubic meter",2018,169.607
2017,"PLOGSK","World","U.S. dollars","Units","Hard Logs, Best quality Malaysian meranti, import price Japan, US$ per cubic meter",2018,265.429
2017,"PMAIZMT","World","U.S. dollars","Units","Maize (corn), U.S. No.2 Yellow, FOB Gulf of Mexico, U.S. price, US$ per metric tonne",2018,154.549
2017,"PMEATW","World","Index, 2005=100","","Commodity Meat Price Index includes Beef, Lamb, Swine (pork), and Poultry Price Indices",2018,139.136
2017,"PMETAW","World","Index, 2005=100","","Commodity Metals Price Index includes Copper, Aluminum, Iron Ore, Tin, Nickel, Zinc, Lead, and Uranium Price Indices",2018,146.315
2017,"PNFUELW","World","Index, 2005=100","","Commodity Non-Fuel Price Index includes Food and Beverages and Industrial Inputs Price Indices",2018,141.106
2017,"PNGASEU","World","U.S. dollars","Units","Natural Gas, Russian Natural Gas border price in Germany, US$ per million metric British thermal units of gas",2018,5.744
2017,"PNGASJP","World","U.S. dollars","Units","Natural Gas, Indonesian Liquified Natural Gas in Japan, US$ per million metric British thermal units of liquid",2018,7.247
2017,"PNGASUS","World","U.S. dollars","Units","Natural Gas, Natural Gas spot price at the Henry Hub terminal in Louisiana, US$ per million metric British thermal units of gas",2018,2.96
2017,"PNGASW","World","Index, 2005=100","","Commodity Natural Gas Price Index includes European, Japanese, and American Natural Gas Price Indices",2018,81.509
2017,"PNICK","World","U.S. dollars","Units","Nickel, melting grade, LME spot price, CIF European ports, US$ per metric tonne",2018,10409.635
2017,"PNRGW","World","Index, 2005=100","","Commodity Fuel (energy) Index includes Crude oil (petroleum), Natural Gas, and Coal Price Indices",2018,100.658
2017,"POILAPSP","World","U.S. dollars","Units","Crude Oil (petroleum), simple average of three spot prices; Dated Brent, West Texas Intermediate, and the Dubai Fateh, US$ per barrel",2018,52.814
2017,"POILAPSPW","World","Index, 2005=100","","Crude Oil (petroleum), Price index simple average of three spot prices (APSP); Dated Brent, West Texas Intermediate, and the Dubai Fateh",2018,98.987
2017,"POILBRE","World","U.S. dollars","Units","Crude Oil (petroleum),  Dated Brent, light blend 38 API, fob U.K., US$ per barrel",2018,54.401
2017,"POILDUB","World","U.S. dollars","Units","Oil; Dubai, medium, Fateh 32 API, fob Dubai Crude Oil (petroleum), Dubai Fateh Fateh 32 API, US$ per barrel",2018,53.116
2017,"POILWTI","World","U.S. dollars","Units","Crude Oil (petroleum), West Texas Intermediate 40 API, Midland Texas, US$ per barrel",2018,50.924
2017,"POLVOIL","World","U.S. dollars","Units","Olive Oil, extra virgin less than 1% free fatty acid, ex-tanker price U.K., US$ per metric tonne",2018,4529.76
2017,"PORANG","World","U.S. dollars","Units","Oranges, miscellaneous oranges French import price, US$ per metric tonne",2018,812.035
2017,"PPOIL","World","U.S. dollars","Units","Palm oil, Malaysia Palm Oil Futures (first contract forward) 4-5 percent FFA, US$ per metric tonne",2018,647.801
2017,"PPORK","World","U.S. cents","Units","Swine (pork), 51-52% lean Hogs, U.S. price, US cents per pound",2018,68.297
2017,"PPOULT","World","U.S. cents","Units","Poultry (chicken), Whole bird spot price, Georgia docks, US cents per pound",2018,125.241
2017,"PRAWMW","World","Index, 2005=100","","Commodity Agricultural Raw Materials Index includes Timber, Cotton, Wool, Rubber, and Hides Price Indices",2018,115.845
2017,"PRICENPQ","World","U.S. dollars","Units","Rice, 5 percent broken milled white rice, Thailand nominal price quote, US$ per metric tonne",2018,399.075
2017,"PROIL","World","U.S. dollars","Units","Rapeseed oil, crude, FOB Rotterdam, US$ per metric ton",2018,871.95
2017,"PRUBB","World","U.S. cents","Units","Rubber, No.1 Rubber Smoked Sheet, FOB Maylaysian/Singapore, US cents per pound",2018,90.791
2017,"PSALM","World","U.S. dollars","Units","Fish (salmon), Farm Bred Norwegian Salmon, export price, US$ per kilogram",2018,7.444
2017,"PSAWMAL","World","U.S. dollars","Units","Hard Sawnwood, Dark Red Meranti, select and better quality, C&F U.K port, US$ per cubic meter",2018,702.11
2017,"PSAWORE","World","U.S. dollars","Units","Soft Sawnwood, average export price of Douglas Fir, U.S. Price, US$ per cubic meter",2018,313.56
2017,"PSEAFW","World","Index, 2005=100","","Commodity Seafood Index includes Fish (salmon) and Shrimp Price Indices",2018,169.304
2017,"PSHRI","World","U.S. dollars","Units","Shrimp, Frozen shell-on headless, block 16/20 count, Indian origin, C&F Japan, US$ per kilogram",2018,11.905
2017,"PSMEA","World","U.S. dollars","Units","Soybean Meal, Chicago Soybean Meal Futures (first contract forward) Minimum 48 percent protein, US$ per metric tonne",2018,348.614
2017,"PSOFTW","World","Index, 2005=100","","Commodity Softwood Index includes Softwood Sawn and Softwood Logs Price Indices",2018,95.145
2017,"PSOIL","World","U.S. dollars","Units","Soybean Oil, Chicago Soybean Oil Futures (first contract forward) exchange approved grades, US$ per metric tonne",2018,735.279
2017,"PSOYB","World","U.S. dollars","Units","Soybeans, U.S. soybeans, Chicago Soybean futures contract (first contract forward) No. 2 yellow and par, US$ per metric tonne",2018,358.824
2017,"PSUGAEEC","World","U.S. cents","Units","Sugar, European import price, CIF Europe, US cents per pound",2018,19.983
2017,"PSUGAISA","World","U.S. cents","Units","Sugar, Free Market, Coffee Sugar and Cocoa Exchange (CSCE) contract no.11 nearest future position, US cents per pound",2018,15.968
2017,"PSUGAUSA","World","U.S. cents","Units","Sugar, U.S. import price, contract no.14 nearest futures position, US cents per pound",2018,27.872
2017,"PSUGAW","World","Index, 2005=100","","Commodity Sugar Index includes European, Free market, and U.S. Price Indices",2018,156.991
2017,"PSUNO","World","U.S. dollars","Units","Sunflower Oil, US export price from Gulf of Mexico, US$ per metric tonne",2018,953.032
2017,"PTEA","World","U.S. cents","Units","Tea, Mombasa, Kenya, Auction Price, US cents per kilogram",2018,362.201
2017,"PTIMBW","World","Index, 2005=100","","Commodity Timber Index includes Hardwood and Softwood Price Indices",2018,101.77
2017,"PTIN","World","U.S. dollars","Units","Tin, standard grade, LME spot price, US$ per metric tonne",2018,20061.169
2017,"PURAN","World","U.S. dollars","Units","Uranium, u3o8 restricted price, Nuexco exchange spot, US$ per pound",2018,21.678
2017,"PVOILW","World","Index, 2005=100","","Commodity Vegetable Oil Index includes Soybean, Soybean Meal, Soybean Oil, Rapeseed Oil, Palm Oil, Sunflower Oil, Olive Oil, Fishmeal, and Groundnut Price Indices",2018,156.324
2017,"PWHEAMT","World","U.S. dollars","Units","Wheat, No.1 Hard Red Winter, ordinary protein, FOB Gulf of Mexico, US$ per metric tonne",2018,145.274
2017,"PWOOLC","World","U.S. cents","Units","Wool, coarse, 23 micron, Australian Wool Exchange spot quote, US cents per kilogram",2018,1091.526
2017,"PWOOLF","World","U.S. cents","Units","Wool, fine, 19 micron, Australian Wool Exchange spot quote, US cents per kilogram",2018,1436.745
2017,"PWOOLW","World","Index, 2005=100","","Commodity Wool Index includes Coarse and Fine Wool Price Indices",2018,208.564
2017,"PZINC","World","U.S. dollars","Units","Zinc, high grade 98% pure, US$ per metric tonne",2018,2890.866
2008,"PALLFNFW","World","Index, 2005=100","","Commodity Price Index includes both Fuel and Non-Fuel Price Indices",2008,165.328
2008,"PNFUELW","World","Index, 2005=100","","Commodity Non-Fuel Price Index includes Food and Beverages and Industrial Inputs Price Indices",2008,150.309
2008,"PINDUW","World","Index, 2005=100","","Commodity Industrial Inputs Price Index includes Agricultural Raw Materials and Metals Price Indices",2008,151.761
2008,"POILAPSP","World","Dollars per barrel","","Crude Oil (petroleum), Simple average of three spot prices (APSP); Dated Brent, West Texas Intermediate, and the Dubai Fateh",2008,95.5
2008,"PNRGW","World","Index, 2005=100","","Commodity Fuel (energy) Index includes Crude oil (petroleum), Natural Gas, and Coal Price Indices",2008,174.115
2008,"POILAPSPW","World","Index, 2005=100","","Crude Oil (petroleum), Price index simple average of three spot prices (APSP); Dated Brent, West Texas Intermediate, and the Dubai Fateh",2008,178.993
2008,"PNGASW","World","Index, 2005=100","","Commodity Natural Gas Price Index includes European, Japanese, and American Natural Gas Price Indices",2008,130.741
2008,"PCOALW","World","Index, 2005=100","","Commodity Coal Price Index includes Australian and South African Coal",2008,188.625
2008,"PFANDBW","World","Index, 2005=100","","Commodity Food and Beverage Price Index includes Food and Beverage Price Indices",2008,148.87
2008,"PFOODW","World","Index, 2005=100","","Commodity Food Price Index includes Cereal, Vegetable Oils, Meat, Seafood, Sugar, Bananas, and Oranges Price Indices",2008,150.437
2008,"PCEREW","World","Index, 2005=100","","Commodity Cereals Price Index includes Wheat, Maize (Corn), Rice, and Barley",2008,216.632
2008,"PVOILW","World","Index, 2005=100","","Commodity Vegetable Oil Index includes Soybean, Soybean Meal, Soybean Oil, Rapeseed Oil, Palm Oil, Sunflower Oil, Olive Oil, Fishmeal, and Groundnut Price Indices",2008,184.885
2008,"PMEATW","World","Index, 2005=100","","Commodity Meat Price Index includes Beef, Lamb, Swine (pork), and Poultry Price Indices",2008,94.279
2008,"PSEAFW","World","Index, 2005=100","","Commodity Seafood Index includes Fish (salmon) and Shrimp Price Indices",2008,112.023
2008,"PSUGAW","World","Index, 2005=100","","Commodity Sugar Index includes European, Free market, and U.S. Price Indices",2008,120.944
2008,"PBEVEW","World","Index, 2005=100","","Commodity Beverage Price Index includes Coffee, Tea, and Cocoa",2008,134.413
2008,"PCOFFW","World","Index, 2005=100","","Commodity Coffee Price Index includes Other Mild Arabicas and Robusta",2008,137.57
2008,"PRAWMW","World","Index, 2005=100","","Commodity Agricultural Raw Materials Index includes Timber, Cotton, Wool, Rubber, and Hides Price Indices",2008,111.461
2008,"PTIMBW","World","Index, 2005=100","","Commodity Timber Index includes Hardwood and Softwood Price Indices",2008,99.172
2008,"PHARDW","World","Index, 2005=100","","Commodity Hardwood Price Index includes Hardwood Logs and Hardwood Sawn Price Indices",2008,130.801
2008,"PSOFTW","World","Index, 2005=100","","Commodity Softwood Index includes Softwood Sawn and Softwood Logs Price Indices",2008,81.677
2008,"PWOOLW","World","Index, 2005=100","","Commodity Wool Index includes Coarse and Fine Wool Price Indices",2008,157.551
2008,"PMETAW","World","Index, 2005=100","","Commodity Metals Price Index includes Copper, Aluminum, Iron Ore, Tin, Nickel, Zinc, Lead, and Uranium Price Indices",2008,180.871
2009,"PALLFNFW","World","Index, 2005=100","","Commodity Price Index includes both Fuel and Non-Fuel Price Indices",2008,161.216
2009,"PNFUELW","World","Index, 2005=100","","Commodity Non-Fuel Price Index includes Food and Beverages and Industrial Inputs Price Indices",2008,143
2009,"PINDUW","World","Index, 2005=100","","Commodity Industrial Inputs Price Index includes Agricultural Raw Materials and Metals Price Indices",2008,138.907
2009,"POILAPSP","World","Dollars per barrel","","Crude Oil (petroleum), Simple average of three spot prices (APSP); Dated Brent, West Texas Intermediate, and the Dubai Fateh",2008,94.5
2009,"PNRGW","World","Index, 2005=100","","Commodity Fuel (energy) Index includes Crude oil (petroleum), Natural Gas, and Coal Price Indices",2008,171.873
2009,"POILAPSPW","World","Index, 2005=100","","Crude Oil (petroleum), Price index simple average of three spot prices (APSP); Dated Brent, West Texas Intermediate, and the Dubai Fateh",2008,177.119
2009,"PNGASW","World","Index, 2005=100","","Commodity Natural Gas Price Index includes European, Japanese, and American Natural Gas Price Indices",2008,123.795
2009,"PCOALW","World","Index, 2005=100","","Commodity Coal Price Index includes Australian and South African Coal",2008,191.234
2009,"PFANDBW","World","Index, 2005=100","","Commodity Food and Beverage Price Index includes Food and Beverage Price Indices",2008,147.053
2009,"PFOODW","World","Index, 2005=100","","Commodity Food Price Index includes Cereal, Vegetable Oils, Meat, Seafood, Sugar, Bananas, and Oranges Price Indices",2008,149.157
2009,"PCEREW","World","Index, 2005=100","","Commodity Cereals Price Index includes Wheat, Maize (Corn), Rice, and Barley",2008,217.419
2009,"PVOILW","World","Index, 2005=100","","Commodity Vegetable Oil Index includes Soybean, Soybean Meal, Soybean Oil, Rapeseed Oil, Palm Oil, Sunflower Oil, Olive Oil, Fishmeal, and Groundnut Price Indices",2008,177.41
2009,"PMEATW","World","Index, 2005=100","","Commodity Meat Price Index includes Beef, Lamb, Swine (pork), and Poultry Price Indices",2008,95.942
2009,"PSEAFW","World","Index, 2005=100","","Commodity Seafood Index includes Fish (salmon) and Shrimp Price Indices",2008,112.137
2009,"PSUGAW","World","Index, 2005=100","","Commodity Sugar Index includes European, Free market, and U.S. Price Indices",2008,127.366
2009,"PBEVEW","World","Index, 2005=100","","Commodity Beverage Price Index includes Coffee, Tea, and Cocoa",2008,127.633
2009,"PCOFFW","World","Index, 2005=100","","Commodity Coffee Price Index includes Other Mild Arabicas and Robusta",2008,132.939
2009,"PRAWMW","World","Index, 2005=100","","Commodity Agricultural Raw Materials Index includes Timber, Cotton, Wool, Rubber, and Hides Price Indices",2008,111.243
2009,"PTIMBW","World","Index, 2005=100","","Commodity Timber Index includes Hardwood and Softwood Price Indices",2008,100.44
2009,"PHARDW","World","Index, 2005=100","","Commodity Hardwood Price Index includes Hardwood Logs and Hardwood Sawn Price Indices",2008,130.375
2009,"PSOFTW","World","Index, 2005=100","","Commodity Softwood Index includes Softwood Sawn and Softwood Logs Price Indices",2008,83.882
2009,"PWOOLW","World","Index, 2005=100","","Commodity Wool Index includes Coarse and Fine Wool Price Indices",2008,147.382
2009,"PMETAW","World","Index, 2005=100","","Commodity Metals Price Index includes Copper, Aluminum, Iron Ore, Tin, Nickel, Zinc, Lead, and Uranium Price Indices",2008,158.889
2009,"PALLFNFW","World","Index, 2005=100","","Commodity Price Index includes both Fuel and Non-Fuel Price Indices",2009,107.865
2009,"PNFUELW","World","Index, 2005=100","","Commodity Non-Fuel Price Index includes Food and Beverages and Industrial Inputs Price Indices",2009,108.928
2009,"PINDUW","World","Index, 2005=100","","Commodity Industrial Inputs Price Index includes Agricultural Raw Materials and Metals Price Indices",2009,90.696
2009,"POILAPSP","World","Dollars per barrel","","Crude Oil (petroleum), Simple average of three spot prices (APSP); Dated Brent, West Texas Intermediate, and the Dubai Fateh",2009,52
2009,"PNRGW","World","Index, 2005=100","","Commodity Fuel (energy) Index includes Crude oil (petroleum), Natural Gas, and Coal Price Indices",2009,107.243
2009,"POILAPSPW","World","Index, 2005=100","","Crude Oil (petroleum), Price index simple average of three spot prices (APSP); Dated Brent, West Texas Intermediate, and the Dubai Fateh",2009,97.462
2009,"PNGASW","World","Index, 2005=100","","Commodity Natural Gas Price Index includes European, Japanese, and American Natural Gas Price Indices",2009,163.813
2009,"PCOALW","World","Index, 2005=100","","Commodity Coal Price Index includes Australian and South African Coal",2009,157.988
2009,"PFANDBW","World","Index, 2005=100","","Commodity Food and Beverage Price Index includes Food and Beverage Price Indices",2009,126.977
2009,"PFOODW","World","Index, 2005=100","","Commodity Food Price Index includes Cereal, Vegetable Oils, Meat, Seafood, Sugar, Bananas, and Oranges Price Indices",2009,126.498
2009,"PCEREW","World","Index, 2005=100","","Commodity Cereals Price Index includes Wheat, Maize (Corn), Rice, and Barley",2009,161.464
2009,"PVOILW","World","Index, 2005=100","","Commodity Vegetable Oil Index includes Soybean, Soybean Meal, Soybean Oil, Rapeseed Oil, Palm Oil, Sunflower Oil, Olive Oil, Fishmeal, and Groundnut Price Indices",2009,139.57
2009,"PMEATW","World","Index, 2005=100","","Commodity Meat Price Index includes Beef, Lamb, Swine (pork), and Poultry Price Indices",2009,95.076
2009,"PSEAFW","World","Index, 2005=100","","Commodity Seafood Index includes Fish (salmon) and Shrimp Price Indices",2009,109.744
2009,"PSUGAW","World","Index, 2005=100","","Commodity Sugar Index includes European, Free market, and U.S. Price Indices",2009,114.225
2009,"PBEVEW","World","Index, 2005=100","","Commodity Beverage Price Index includes Coffee, Tea, and Cocoa",2009,131.401
2009,"PCOFFW","World","Index, 2005=100","","Commodity Coffee Price Index includes Other Mild Arabicas and Robusta",2009,118.937
2009,"PRAWMW","World","Index, 2005=100","","Commodity Agricultural Raw Materials Index includes Timber, Cotton, Wool, Rubber, and Hides Price Indices",2009,88.766
2009,"PTIMBW","World","Index, 2005=100","","Commodity Timber Index includes Hardwood and Softwood Price Indices",2009,104.039
2009,"PHARDW","World","Index, 2005=100","","Commodity Hardwood Price Index includes Hardwood Logs and Hardwood Sawn Price Indices",2009,126.404
2009,"PSOFTW","World","Index, 2005=100","","Commodity Softwood Index includes Softwood Sawn and Softwood Logs Price Indices",2009,91.668
2009,"PWOOLW","World","Index, 2005=100","","Commodity Wool Index includes Coarse and Fine Wool Price Indices",2009,96.92
2009,"PMETAW","World","Index, 2005=100","","Commodity Metals Price Index includes Copper, Aluminum, Iron Ore, Tin, Nickel, Zinc, Lead, and Uranium Price Indices",2009,92.09
2010,"PALLFNFW","World","Index, 2005=100","","Commodity Price Index includes both Fuel and Non-Fuel Price Indices",2009,120.57
2010,"PNFUELW","World","Index, 2005=100","","Commodity Non-Fuel Price Index includes Food and Beverages and Industrial Inputs Price Indices",2009,113.728
2010,"PINDUW","World","Index, 2005=100","","Commodity Industrial Inputs Price Index includes Agricultural Raw Materials and Metals Price Indices",2009,100.843
2010,"POILAPSP","World","Dollars per barrel","","Crude Oil (petroleum), Simple average of three spot prices (APSP); Dated Brent, West Texas Intermediate, and the Dubai Fateh",2009,62.5
2010,"PNRGW","World","Index, 2005=100","","Commodity Fuel (energy) Index includes Crude oil (petroleum), Natural Gas, and Coal Price Indices",2009,124.572
2010,"POILAPSPW","World","Index, 2005=100","","Crude Oil (petroleum), Price index simple average of three spot prices (APSP); Dated Brent, West Texas Intermediate, and the Dubai Fateh",2009,117.142
2010,"PNGASW","World","Index, 2005=100","","Commodity Natural Gas Price Index includes European, Japanese, and American Natural Gas Price Indices",2009,162.367
2010,"PCOALW","World","Index, 2005=100","","Commodity Coal Price Index includes Australian and South African Coal",2009,176.717
2010,"PFANDBW","World","Index, 2005=100","","Commodity Food and Beverage Price Index includes Food and Beverage Price Indices",2009,126.484
2010,"PFOODW","World","Index, 2005=100","","Commodity Food Price Index includes Cereal, Vegetable Oils, Meat, Seafood, Sugar, Bananas, and Oranges Price Indices",2009,127.571
